==10721== NVPROF is profiling process 10721, command: ./stencil 20 2048
Time: 1188013.08us
==10721== Profiling application: ./stencil 20 2048
==10721== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
1.79915s  2.8746ms           (8169 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        53                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [472]
1.79917s  494.30us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2aef50000000  [Unified Memory GPU page faults]
1.79919s  24.896us           (8169 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         4        52                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [483]
1.79919s  467.52us           (8200 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         3        51                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [484]
1.79920s  414.21us           (8169 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        50                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [482]
1.79921s  268.58us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    33   0x2aef58ffc000  [Unified Memory GPU page faults]
1.79921s  351.78us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    25   0x2aef597f8000  [Unified Memory GPU page faults]
1.79945s  4.6400us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef58ff0000  [Unified Memory Memcpy DtoH]
1.79945s  2.8800us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef58ffc000  [Unified Memory Memcpy DtoH]
1.79945s  6.4640us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef58ff0000  [Unified Memory Memcpy HtoD]
1.79946s  3.7120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef58ffc000  [Unified Memory Memcpy HtoD]
1.79948s  141.31us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2aef50ffc000  [Unified Memory GPU page faults]
1.79954s  4.6080us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2aef597f0000  [Unified Memory Memcpy DtoD]
1.79954s  4.4800us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2aef597f8000  [Unified Memory Memcpy DtoD]
1.79956s  110.53us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2aef517f8000  [Unified Memory GPU page faults]
1.79959s  5.0240us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef50ff0000  [Unified Memory Memcpy DtoH]
1.79959s  3.0080us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef50ffc000  [Unified Memory Memcpy DtoH]
1.79960s  6.4960us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef50ff0000  [Unified Memory Memcpy HtoD]
1.79960s  3.8720us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef50ffc000  [Unified Memory Memcpy HtoD]
1.79965s  3.7120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2aef517f0000  [Unified Memory Memcpy DtoD]
1.79965s  4.3200us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2aef517f8000  [Unified Memory Memcpy DtoD]
1.79967s  95.232us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    37   0x2aef50010000  [Unified Memory GPU page faults]
1.79977s  89.440us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    30   0x2aef50040000  [Unified Memory GPU page faults]
1.79986s  87.264us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    14   0x2aef50080000  [Unified Memory GPU page faults]
1.79995s  175.30us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2aef50100000  [Unified Memory GPU page faults]
1.80012s  59.520us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2aef58020000  [Unified Memory GPU page faults]
1.80018s  57.376us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2aef58081000  [Unified Memory GPU page faults]
1.80024s  81.024us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2aef58100000  [Unified Memory GPU page faults]
1.80033s  155.07us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    20   0x2aef50200000  [Unified Memory GPU page faults]
1.80048s  157.31us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2aef50280000  [Unified Memory GPU page faults]
1.80064s  106.82us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2aef50300000  [Unified Memory GPU page faults]
1.80075s  74.880us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    17   0x2aef58300000  [Unified Memory GPU page faults]
1.80083s  150.34us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     5   0x2aef50400000  [Unified Memory GPU page faults]
1.80098s  157.79us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2aef50480000  [Unified Memory GPU page faults]
1.80114s  93.120us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2aef50501000  [Unified Memory GPU page faults]
1.80123s  75.008us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2aef58480000  [Unified Memory GPU page faults]
1.80131s  82.944us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2aef58500000  [Unified Memory GPU page faults]
1.80140s  154.46us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    14   0x2aef50600000  [Unified Memory GPU page faults]
1.80155s  158.21us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2aef50680000  [Unified Memory GPU page faults]
1.80171s  129.86us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2aef50700000  [Unified Memory GPU page faults]
1.80177s  7.4240us                    -               -         -         -         -  Tesla V100-PCIE         -         -           64.000000KB   0x2aef507f0000  [Unified Memory Memcpy DtoD]
1.80185s  116.29us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2aef58700000  [Unified Memory GPU page faults]
1.80196s  77.600us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    29   0x2aef50800000  [Unified Memory GPU page faults]
1.80201s  2.7840us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef50800000  [Unified Memory Memcpy DtoD]
1.80201s  5.3120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef50804000  [Unified Memory Memcpy DtoD]
1.80203s  24.640us           (8169 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        53                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [480]
1.80364s  25.856us           (8169 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        53                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [494]
1.80374s  469.82us           (8169 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         4        52                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [498]
1.80376s  208.32us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    41   0x2aef507fc000  [Unified Memory GPU page faults]
1.80380s  401.79us           (8169 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         2        50                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [499]
1.80383s  247.23us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    27   0x2aef517f0000  [Unified Memory GPU page faults]
1.80386s  24.288us           (8200 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         3        51                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [500]
1.80389s  24.032us           (8200 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         3        51                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [508]
1.80390s  168.35us           (8169 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        53                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [511]
1.80390s  6.0160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef507f0000  [Unified Memory Memcpy DtoD]
1.80391s  3.4560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef507fc000  [Unified Memory Memcpy DtoD]
1.80392s  5.2480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           40.000000KB   0x2aef50800000  [Unified Memory Memcpy DtoD]
1.80392s  6.6240us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2aef5080a000  [Unified Memory Memcpy DtoD]
1.80394s  145.31us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2aef507f0000  [Unified Memory GPU page faults]
1.80399s  129.76us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    42   0x2aef50ff0000  [Unified Memory GPU page faults]
1.80402s  4.2880us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2aef517f0000  [Unified Memory Memcpy DtoD]
1.80402s  2.5280us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2aef517f8000  [Unified Memory Memcpy DtoD]
1.80403s  1.9840us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef517fa000  [Unified Memory Memcpy DtoD]
1.80403s  2.6240us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2aef517fb000  [Unified Memory Memcpy DtoD]
1.80406s  4.3520us                    -               -         -         -         -  Tesla V100-PCIE         -         -           40.000000KB   0x2aef507f0000  [Unified Memory Memcpy DtoD]
1.80406s  2.3360us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef507fa000  [Unified Memory Memcpy DtoD]
1.80407s  3.9040us                    -               -         -         -         -  Tesla V100-PCIE         -         -           36.000000KB   0x2aef50ff0000  [Unified Memory Memcpy DtoH]
1.80407s  2.6880us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2aef507fb000  [Unified Memory Memcpy DtoD]
1.80407s  2.3680us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50ff9000  [Unified Memory Memcpy DtoH]
1.80407s  2.5280us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2aef50ffa000  [Unified Memory Memcpy DtoH]
1.80407s  3.4560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2aef50ffc000  [Unified Memory Memcpy DtoH]
1.80408s  2.0480us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50fff000  [Unified Memory Memcpy DtoH]
1.80408s  128.48us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2aef597f0000  [Unified Memory GPU page faults]
1.80409s  5.5040us                    -               -         -         -         -  Tesla V100-PCIE         -         -           36.000000KB   0x2aef50ff0000  [Unified Memory Memcpy HtoD]
1.80410s  2.6880us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50ff9000  [Unified Memory Memcpy HtoD]
1.80410s  3.6800us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2aef50ffa000  [Unified Memory Memcpy HtoD]
1.80410s  3.2960us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2aef50ffc000  [Unified Memory Memcpy HtoD]
1.80411s  2.6880us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50fff000  [Unified Memory Memcpy HtoD]
1.80412s  106.75us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2aef58ff0000  [Unified Memory GPU page faults]
1.80415s  4.1280us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2aef597f0000  [Unified Memory Memcpy DtoD]
1.80416s  6.3360us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2aef597f8000  [Unified Memory Memcpy DtoD]
1.80418s  4.8640us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef58ff0000  [Unified Memory Memcpy DtoH]
1.80418s  3.0400us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef58ffc000  [Unified Memory Memcpy DtoH]
1.80420s  6.4960us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef58ff0000  [Unified Memory Memcpy HtoD]
1.80420s  222.66us           (8169 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        50                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [506]
1.80421s  4.3520us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef58ffc000  [Unified Memory Memcpy HtoD]
1.80421s  23.808us           (8169 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         4        52                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [512]
1.80421s  104.64us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2aef58ffc000  [Unified Memory GPU page faults]
1.80427s  4.5760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef58ff0000  [Unified Memory Memcpy DtoH]
1.80428s  2.8480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef58ffc000  [Unified Memory Memcpy DtoH]
1.80430s  6.3680us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef58ff0000  [Unified Memory Memcpy HtoD]
1.80430s  3.6800us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef58ffc000  [Unified Memory Memcpy HtoD]
1.80432s  113.63us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2aef50ffc000  [Unified Memory GPU page faults]
1.80440s  4.9920us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef50ff0000  [Unified Memory Memcpy DtoH]
1.80440s  2.8160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef50ffc000  [Unified Memory Memcpy DtoH]
1.80440s  6.7840us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef50ff0000  [Unified Memory Memcpy HtoD]
1.80441s  4.3840us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef50ffc000  [Unified Memory Memcpy HtoD]
1.80449s  268.32us           (8200 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         3        51                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [526]
1.80451s  146.18us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    22   0x2aef517f4000  [Unified Memory GPU page faults]
1.80452s  25.600us           (8169 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         2        50                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [525]
1.80454s  333.12us           (8169 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         4        52                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [528]
1.80456s  220.70us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    44   0x2aef507fc000  [Unified Memory GPU page faults]
1.80456s  320.00us           (8169 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        53                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [527]
1.80459s  250.14us           (8169 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        50                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [538]
1.80460s  166.08us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2aef50800000  [Unified Memory GPU page faults]
1.80462s  4.4800us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef517f0000  [Unified Memory Memcpy DtoD]
1.80463s  227.58us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    15   0x2aef517f0000  [Unified Memory GPU page faults]
1.80463s  5.2480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef517f4000  [Unified Memory Memcpy DtoD]
1.80466s  114.30us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    24   0x2aef597f8000  [Unified Memory GPU page faults]
1.80469s  4.9600us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef507f0000  [Unified Memory Memcpy DtoD]
1.80470s  2.6240us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef507fc000  [Unified Memory Memcpy DtoD]
1.80472s  1.9200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50ff0000  [Unified Memory Memcpy DtoH]
1.80472s  1.8880us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50ff1000  [Unified Memory Memcpy DtoH]
1.80472s  3.3600us                    -               -         -         -         -  Tesla V100-PCIE         -         -           28.000000KB   0x2aef50ff2000  [Unified Memory Memcpy DtoH]
1.80472s  2.8160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef50ff9000  [Unified Memory Memcpy DtoH]
1.80473s  2.4960us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50ffd000  [Unified Memory Memcpy DtoH]
1.80473s  2.2080us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50ffe000  [Unified Memory Memcpy DtoH]
1.80473s  3.3920us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50fff000  [Unified Memory Memcpy DtoH]
1.80474s  3.2320us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2aef50800000  [Unified Memory Memcpy DtoD]
1.80474s  5.2160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2aef50804000  [Unified Memory Memcpy DtoD]
1.80474s  3.2640us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2aef597f0000  [Unified Memory Memcpy DtoD]
1.80475s  4.0640us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2aef597f8000  [Unified Memory Memcpy DtoD]
1.80475s  4.5760us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50ff0000  [Unified Memory Memcpy HtoD]
1.80475s  2.7840us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2aef50ff1000  [Unified Memory Memcpy HtoD]
