==10647== NVPROF is profiling process 10647, command: ./stencil 20 2048
Time: 425433.16us
==10647== Profiling application: ./stencil 20 2048
==10647== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
1.02954s  44.991us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [465]
1.02957s  338.21us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    18   0x2b3ed6ff0000  [Unified Memory GPU page faults]
1.02981s  5.8560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           56.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.02981s  2.5280us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b3ed6ffe000  [Unified Memory Memcpy DtoD]
1.02988s  1.9200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed7000000  [Unified Memory Memcpy DtoD]
1.02988s  2.1120us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b3ed7001000  [Unified Memory Memcpy DtoD]
1.02989s  5.1840us                    -               -         -         -         -  Tesla V100-PCIE         -         -           52.000000KB   0x2b3ed7003000  [Unified Memory Memcpy DtoD]
1.02990s  45.471us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [466]
1.03003s  277.98us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [473]
1.03004s  228.16us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    37   0x2b3ed6ffc000  [Unified Memory GPU page faults]
1.03006s  48.544us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [474]
1.03011s  45.567us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [480]
1.03021s  5.0560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.03022s  2.8800us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b3ed6ffc000  [Unified Memory Memcpy DtoD]
1.03023s  3.4880us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2b3ed7000000  [Unified Memory Memcpy DtoD]
1.03023s  4.0000us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2b3ed7008000  [Unified Memory Memcpy DtoD]
1.03031s  45.408us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [479]
1.03043s  49.472us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [487]
1.03044s  259.33us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [488]
1.03048s  45.439us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [494]
1.03050s  209.76us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    30   0x2b3ed6ff0000  [Unified Memory GPU page faults]
1.03063s  5.3120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           52.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.03064s  2.3360us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ffd000  [Unified Memory Memcpy DtoD]
1.03064s  2.1440us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b3ed6ffe000  [Unified Memory Memcpy DtoD]
1.03068s  2.1120us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b3ed7000000  [Unified Memory Memcpy DtoD]
1.03068s  1.9840us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed7002000  [Unified Memory Memcpy DtoD]
1.03068s  1.9200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed7003000  [Unified Memory Memcpy DtoD]
1.03068s  4.8640us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b3ed7004000  [Unified Memory Memcpy DtoD]
1.03070s  46.143us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [493]
1.03080s  266.33us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [501]
1.03081s  217.18us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    43   0x2b3ed6ffc000  [Unified Memory GPU page faults]
1.03082s  48.479us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [502]
1.03087s  45.888us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [508]
1.03093s  5.0560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.03094s  2.9760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b3ed6ffc000  [Unified Memory Memcpy DtoD]
1.03097s  3.7760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           36.000000KB   0x2b3ed7000000  [Unified Memory Memcpy DtoD]
1.03097s  6.5280us                    -               -         -         -         -  Tesla V100-PCIE         -         -           28.000000KB   0x2b3ed7009000  [Unified Memory Memcpy DtoD]
1.03107s  45.792us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [507]
1.03116s  48.384us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [514]
1.03118s  220.93us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [516]
1.03121s  45.887us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [521]
1.03123s  172.22us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    17   0x2b3ed6ff0000  [Unified Memory GPU page faults]
1.03133s  5.2480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.03134s  2.8160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b3ed6ffc000  [Unified Memory Memcpy DtoD]
1.03138s  2.2080us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed7000000  [Unified Memory Memcpy DtoD]
1.03138s  1.9520us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed7001000  [Unified Memory Memcpy DtoD]
1.03138s  5.6000us                    -               -         -         -         -  Tesla V100-PCIE         -         -           56.000000KB   0x2b3ed7002000  [Unified Memory Memcpy DtoD]
1.03140s  45.983us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [522]
1.03150s  225.82us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [529]
1.03151s  176.06us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    38   0x2b3ed6ffc000  [Unified Memory GPU page faults]
1.03151s  48.703us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [530]
1.03156s  216.57us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [536]
1.03161s  85.696us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b3ed6e00000  [Unified Memory GPU page faults]
1.03163s  4.9280us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.03163s  3.6800us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b3ed6ffc000  [Unified Memory Memcpy DtoD]
1.03164s  3.5200us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2b3ed7000000  [Unified Memory Memcpy DtoD]
1.03164s  2.3040us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed7008000  [Unified Memory Memcpy DtoD]
1.03165s  1.9200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed7009000  [Unified Memory Memcpy DtoD]
1.03165s  2.9760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b3ed700a000  [Unified Memory Memcpy DtoD]
1.03170s  83.552us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     5   0x2b3ed6ff1000  [Unified Memory GPU page faults]
1.03172s  45.312us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [535]
1.03176s  5.0560us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.03176s  7.6480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           52.000000KB   0x2b3ed6ff1000  [Unified Memory Memcpy DtoD]
1.03177s  3.0720us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ffe000  [Unified Memory Memcpy DtoD]
1.03177s  2.0160us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6fff000  [Unified Memory Memcpy DtoD]
1.03183s  126.02us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [543]
1.03184s  119.39us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    35   0x2b3ed6ffc000  [Unified Memory GPU page faults]
1.03184s  307.87us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [544]
1.03190s  131.71us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b3ed6e12000  [Unified Memory GPU page faults]
1.03194s  4.9600us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.03194s  2.7840us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b3ed6ffc000  [Unified Memory Memcpy DtoD]
1.03195s  44.991us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [549]
1.03203s  61.600us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2b3ed6ff0000  [Unified Memory GPU page faults]
1.03207s  2.6560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.03207s  2.5280us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff5000  [Unified Memory Memcpy DtoD]
1.03208s  2.4320us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b3ed6ff6000  [Unified Memory Memcpy DtoD]
1.03208s  2.3040us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ffa000  [Unified Memory Memcpy DtoD]
1.03208s  1.8880us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ffb000  [Unified Memory Memcpy DtoD]
1.03208s  2.1120us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b3ed6ffc000  [Unified Memory Memcpy DtoD]
1.03208s  2.0800us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b3ed6ffe000  [Unified Memory Memcpy DtoD]
1.03210s  62.720us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2b3ed7000000  [Unified Memory GPU page faults]
1.03214s  2.4000us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b3ed7000000  [Unified Memory Memcpy DtoD]
1.03214s  5.3120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b3ed7004000  [Unified Memory Memcpy DtoD]
1.03215s  45.600us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [550]
1.03225s  208.61us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         2        28                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [558]
1.03226s  159.30us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    41   0x2b3ed6ffc000  [Unified Memory GPU page faults]
1.03227s  48.544us          (16353 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [557]
1.03232s  154.21us          (16353 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        29                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [564]
1.03235s  7.6160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b3ed6ff0000  [Unified Memory Memcpy DtoD]
1.03236s  4.1280us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b3ed6ffc000  [Unified Memory Memcpy DtoD]
1.03237s  107.84us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2b3ed6ff0000  [Unified Memory GPU page faults]
1.03237s  3.5200us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2b3ed7000000  [Unified Memory Memcpy DtoD]
1.03237s  2.3360us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed7008000  [Unified Memory Memcpy DtoD]
1.03238s  1.9200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed7009000  [Unified Memory Memcpy DtoD]
1.03238s  3.0080us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b3ed700a000  [Unified Memory Memcpy DtoD]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff0000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff1000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff2000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff3000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff4000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff5000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff6000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff7000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff8000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ff9000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ffa000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ffb000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ffc000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ffd000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6ffe000  [Unified Memory page thrash]
1.03242s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b3ed6fff000  [Unified Memory page thrash]
