==13337== NVPROF is profiling process 13337, command: ./stencil 20 2048
Time: 15277003.05us
==13337== Profiling application: ./stencil 20 2048
==13337== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
1.05224s  120.67us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    34   0x2b094d1fc000  [Unified Memory GPU page faults]
1.05229s  96.480us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2b0974080000  [Unified Memory GPU page faults]
1.05229s  2.1760us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0973000000  [Unified Memory Memcpy DtoD]
1.05236s  192.58us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b097500a000  [Unified Memory GPU page faults]
1.05239s  155.55us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    23   0x2b094c300000  [Unified Memory GPU page faults]
1.05255s  67.200us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b0974101000  [Unified Memory GPU page faults]
1.05255s  69.728us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b0975090000  [Unified Memory GPU page faults]
1.05262s  135.49us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b094c400000  [Unified Memory GPU page faults]
1.05262s  144.96us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b0972100000  [Unified Memory GPU page faults]
1.05275s  88.224us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    18   0x2b094c440000  [Unified Memory GPU page faults]
1.05277s  80.800us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b0975104000  [Unified Memory GPU page faults]
1.05284s  133.70us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2b0974200000  [Unified Memory GPU page faults]
1.05286s  130.75us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2b0972200000  [Unified Memory GPU page faults]
1.05298s  147.20us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2b094c480000  [Unified Memory GPU page faults]
1.05299s  133.57us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    15   0x2b0972240000  [Unified Memory GPU page faults]
1.05312s  141.34us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2b0975200000  [Unified Memory GPU page faults]
1.05313s  97.056us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2b094c500000  [Unified Memory GPU page faults]
1.05323s  57.952us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2b0974300000  [Unified Memory GPU page faults]
1.05327s  102.30us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2b0972280000  [Unified Memory GPU page faults]
1.05329s  108.64us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b094c600000  [Unified Memory GPU page faults]
1.05337s  94.496us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2b0972300000  [Unified Memory GPU page faults]
1.05340s  85.216us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2b094c620000  [Unified Memory GPU page faults]
1.05347s  62.720us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b0975300000  [Unified Memory GPU page faults]
1.05348s  146.69us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    14   0x2b094c680000  [Unified Memory GPU page faults]
1.05353s  106.59us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b0972400000  [Unified Memory GPU page faults]
1.05363s  59.200us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2b0974420000  [Unified Memory GPU page faults]
1.05364s  79.456us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b0972420000  [Unified Memory GPU page faults]
1.05369s  94.624us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b094c700000  [Unified Memory GPU page faults]
1.05372s  153.82us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    14   0x2b0972480000  [Unified Memory GPU page faults]
1.05379s  106.62us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    18   0x2b0974500000  [Unified Memory GPU page faults]
1.05388s  56.768us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b0975440000  [Unified Memory GPU page faults]
1.05390s  109.98us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2b094c800000  [Unified Memory GPU page faults]
1.05394s  140.77us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2b0972500000  [Unified Memory GPU page faults]
1.05402s  71.232us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    18   0x2b094c820000  [Unified Memory GPU page faults]
1.05408s  53.536us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2b0975501000  [Unified Memory GPU page faults]
1.05409s  158.75us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2b094c880000  [Unified Memory GPU page faults]
1.05414s  104.45us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b0972600000  [Unified Memory GPU page faults]
1.05424s  88.448us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2b0972610000  [Unified Memory GPU page faults]
1.05425s  70.496us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2b0974640000  [Unified Memory GPU page faults]
1.05680s  7.6800us                    -               -         -         -         -  Tesla V100-PCIE         -         -           64.000000KB   0x2b094d1f0000  [Unified Memory Memcpy DtoD]
1.05698s  2.4320us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
1.05698s  5.2160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b0972004000  [Unified Memory Memcpy DtoD]
1.05699s  778.38ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         1        28                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [467]
1.05712s  780.85ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         2        29                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [468]
1.05722s  2.1440us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
1.05723s  5.5040us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b0972001000  [Unified Memory Memcpy DtoD]
1.83824s  218.33us          (16353 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         2        29                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [476]
1.83827s  210.24us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    26   0x2b094d1fc000  [Unified Memory GPU page faults]
1.83827s  447.96us          (16353 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         1        28                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [475]
1.83839s  188.58us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    26   0x2b0972000000  [Unified Memory GPU page faults]
1.83845s  4.6080us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b094d1f0000  [Unified Memory Memcpy DtoD]
1.83845s  2.4960us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b094d1fc000  [Unified Memory Memcpy DtoD]
1.83846s  761.92ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         2        29                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [482]
1.83854s  74.624us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b0972000000  [Unified Memory GPU page faults]
1.83856s  2.2080us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
1.83856s  5.4400us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b0972004000  [Unified Memory Memcpy DtoD]
1.83858s  89.664us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2b094d1f1000  [Unified Memory GPU page faults]
1.83859s  1.5680us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
1.83859s  5.3760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b0972001000  [Unified Memory Memcpy DtoD]
1.83865s  1.6320us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f0000  [Unified Memory Memcpy DtoD]
1.83865s  4.8320us                    -               -         -         -         -  Tesla V100-PCIE         -         -           52.000000KB   0x2b094d1f1000  [Unified Memory Memcpy DtoD]
1.83866s  2.1120us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1fe000  [Unified Memory Memcpy DtoD]
1.83866s  1.6320us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1ff000  [Unified Memory Memcpy DtoD]
1.83867s  60.032us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b0972001000  [Unified Memory GPU page faults]
1.83869s  82.048us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b0972000000  [Unified Memory GPU page faults]
1.83871s  1.6640us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
1.83871s  1.6640us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972001000  [Unified Memory Memcpy DtoD]
1.83871s  5.1520us                    -               -         -         -         -  Tesla V100-PCIE         -         -           56.000000KB   0x2b0972002000  [Unified Memory Memcpy DtoD]
1.83872s  761.31ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         1        28                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [481]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972000000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972001000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972002000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972003000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972004000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972005000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972006000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972007000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972008000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972009000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b097200a000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b097200b000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b097200c000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b097200d000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b097200e000  [Unified Memory page thrash]
1.83872s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b097200f000  [Unified Memory page thrash]
1.83875s  1.6000us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
1.83875s  5.3760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b0972001000  [Unified Memory Memcpy DtoD]
2.60050s  212.25us          (16353 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         2        29                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [488]
2.60053s  472.22us          (16353 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         1        28                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [490]
2.60053s  204.06us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    32   0x2b094d1fc000  [Unified Memory GPU page faults]
2.60066s  188.42us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    18   0x2b0972000000  [Unified Memory GPU page faults]
2.60071s  4.5120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b094d1f0000  [Unified Memory Memcpy DtoD]
2.60071s  2.5280us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b094d1fc000  [Unified Memory Memcpy DtoD]
2.60071s  762.13ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         2        29                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [495]
2.60081s  105.47us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b0972000000  [Unified Memory GPU page faults]
2.60082s  2.2080us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
2.60085s  124.10us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    18   0x2b094d1f0000  [Unified Memory GPU page faults]
2.60088s  1.6320us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
2.60088s  1.8560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2b0972001000  [Unified Memory Memcpy DtoD]
2.60096s  1.8560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2b094d1f0000  [Unified Memory Memcpy DtoD]
2.60096s  2.0160us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f3000  [Unified Memory Memcpy DtoD]
2.60096s  4.5440us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b094d1f4000  [Unified Memory Memcpy DtoD]
2.60098s  47.872us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b0972003000  [Unified Memory GPU page faults]
2.60099s  37.440us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b0972000000  [Unified Memory GPU page faults]
2.60100s  761.32ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         1        28                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [496]
2.60101s  1.6960us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972003000  [Unified Memory Memcpy DtoD]
2.60142s  150.02us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b0972003000  [Unified Memory GPU page faults]
2.60151s  1.6000us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972003000  [Unified Memory Memcpy DtoD]
3.36296s  223.71us          (16353 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         2        29                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [502]
3.36298s  336.86us          (16353 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         1        28                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [504]
3.36300s  214.27us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    32   0x2b094d1fc000  [Unified Memory GPU page faults]
3.36312s  151.23us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2b0972000000  [Unified Memory GPU page faults]
3.36319s  761.91ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         2        29                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [509]
3.36319s  4.5440us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b094d1f0000  [Unified Memory Memcpy DtoD]
3.36320s  2.4960us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b094d1fc000  [Unified Memory Memcpy DtoD]
3.36324s  68.832us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b0972000000  [Unified Memory GPU page faults]
3.36325s  2.2400us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
3.36326s  5.1200us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b0972004000  [Unified Memory Memcpy DtoD]
3.36327s  76.192us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    20   0x2b094d1f2000  [Unified Memory GPU page faults]
3.36328s  1.5680us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
3.36328s  5.4080us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b0972001000  [Unified Memory Memcpy DtoD]
3.36332s  761.31ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         1        28                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [510]
3.36333s  1.7600us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b094d1f0000  [Unified Memory Memcpy DtoD]
3.36333s  1.9200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b094d1f2000  [Unified Memory Memcpy DtoD]
3.36333s  1.9840us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b094d1f4000  [Unified Memory Memcpy DtoD]
3.36334s  2.7520us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b094d1f6000  [Unified Memory Memcpy DtoD]
3.36334s  2.3040us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2b094d1fc000  [Unified Memory Memcpy DtoD]
3.36334s  1.9200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1ff000  [Unified Memory Memcpy DtoD]
4.12526s  234.62us          (16353 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         2        29                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [518]
4.12529s  481.56us          (16353 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         1        28                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [517]
4.12530s  225.41us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    31   0x2b094d1fc000  [Unified Memory GPU page faults]
4.12543s  194.72us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    20   0x2b0972000000  [Unified Memory GPU page faults]
4.12549s  762.02ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         2        29                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [523]
4.12550s  4.6720us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b094d1f0000  [Unified Memory Memcpy DtoD]
4.12550s  2.4960us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b094d1fc000  [Unified Memory Memcpy DtoD]
4.12560s  128.03us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b0972000000  [Unified Memory GPU page faults]
4.12560s  2.2400us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
4.12561s  5.2480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b0972004000  [Unified Memory Memcpy DtoD]
4.12563s  119.94us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2b094d1f2000  [Unified Memory GPU page faults]
4.12566s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f0000  [Unified Memory page thrash]
4.12566s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f1000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f2000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f3000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f4000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f5000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f6000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f7000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f8000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f9000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1fa000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1fb000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1fc000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1fd000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1fe000  [Unified Memory page thrash]
4.12567s         -                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1ff000  [Unified Memory page thrash]
4.12567s  1.6000us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b0972000000  [Unified Memory Memcpy DtoD]
4.12567s  5.3760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b0972001000  [Unified Memory Memcpy DtoD]
4.12572s  2.6240us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b094d1f0000  [Unified Memory Memcpy DtoD]
4.12573s  2.5600us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f2000  [Unified Memory Memcpy DtoD]
4.12573s  1.6960us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f3000  [Unified Memory Memcpy DtoD]
4.12573s  1.6640us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f4000  [Unified Memory Memcpy DtoD]
4.12573s  1.6320us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f5000  [Unified Memory Memcpy DtoD]
4.12573s  1.6640us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b094d1f6000  [Unified Memory Memcpy DtoD]
