==13414== NVPROF is profiling process 13414, command: ./stencil 20 2048
Time: 10214783.19us
==13414== Profiling application: ./stencil 20 2048
==13414== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
1.44201s  149.44us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    30   0x2b7656880000  [Unified Memory GPU page faults]
1.44204s  77.632us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b7657080000  [Unified Memory GPU page faults]
1.44339s  7.7120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           64.000000KB   0x2b7656ca0000  [Unified Memory Memcpy DtoD]
1.44357s  2.3040us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b7656e00000  [Unified Memory Memcpy DtoD]
1.44357s  6.3680us                    -               -         -         -         -  Tesla V100-PCIE         -         -           56.000000KB   0x2b7656e02000  [Unified Memory Memcpy DtoD]
1.44373s  2.1120us                    -               -         -         -         -  Tesla V100-PCIE         -         -            8.000000KB   0x2b769c000000  [Unified Memory Memcpy DtoD]
1.44374s  5.4720us                    -               -         -         -         -  Tesla V100-PCIE         -         -           56.000000KB   0x2b769c002000  [Unified Memory Memcpy DtoD]
1.44374s  507.73ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         1        39                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [491]
1.44473s  6.0480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           64.000000KB   0x2b76578a0000  [Unified Memory Memcpy DtoH]
1.44474s  7.7440us                    -               -         -         -         -  Tesla V100-PCIE         -         -           64.000000KB   0x2b76578a0000  [Unified Memory Memcpy HtoD]
1.44484s  2.1760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2b769a000000  [Unified Memory Memcpy DtoH]
1.44484s  5.3120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           52.000000KB   0x2b769a003000  [Unified Memory Memcpy DtoH]
1.44487s  3.7120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2b769a000000  [Unified Memory Memcpy HtoD]
1.44487s  6.6240us                    -               -         -         -         -  Tesla V100-PCIE         -         -           52.000000KB   0x2b769a003000  [Unified Memory Memcpy HtoD]
1.44493s  2.5920us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b769caa0000  [Unified Memory Memcpy DtoH]
1.44494s  2.3040us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769caa5000  [Unified Memory Memcpy DtoH]
1.44494s  4.2240us                    -               -         -         -         -  Tesla V100-PCIE         -         -           40.000000KB   0x2b769caa6000  [Unified Memory Memcpy DtoH]
1.44496s  4.5120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b769caa0000  [Unified Memory Memcpy HtoD]
1.44496s  3.3920us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769caa5000  [Unified Memory Memcpy HtoD]
1.44497s  6.3680us                    -               -         -         -         -  Tesla V100-PCIE         -         -           40.000000KB   0x2b769caa6000  [Unified Memory Memcpy HtoD]
1.44497s  529.13ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         2        40                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [492]
1.44503s  1.6960us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769c000000  [Unified Memory Memcpy DtoD]
1.44503s  1.6320us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769c001000  [Unified Memory Memcpy DtoD]
1.44503s  5.0880us                    -               -         -         -         -  Tesla V100-PCIE         -         -           56.000000KB   0x2b769c002000  [Unified Memory Memcpy DtoD]
1.44507s  1.6640us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b7656e00000  [Unified Memory Memcpy DtoD]
1.44507s  1.6320us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b7656e01000  [Unified Memory Memcpy DtoD]
1.44507s  5.0560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           56.000000KB   0x2b7656e02000  [Unified Memory Memcpy DtoD]
1.44525s  529.00ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         3        41                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [490]
1.44529s  3.6800us                    -               -         -         -         -  Tesla V100-PCIE         -         -           36.000000KB   0x2b769caa0000  [Unified Memory Memcpy DtoH]
1.44529s  2.2080us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769caa9000  [Unified Memory Memcpy DtoH]
1.44530s  2.6880us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b769caaa000  [Unified Memory Memcpy DtoH]
1.44531s  6.4000us                    -               -         -         -         -  Tesla V100-PCIE         -         -           36.000000KB   0x2b769caa0000  [Unified Memory Memcpy HtoD]
1.44531s  2.7520us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769caa9000  [Unified Memory Memcpy HtoD]
1.44531s  4.4160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b769caaa000  [Unified Memory Memcpy HtoD]
1.44537s  3.7440us                    -               -         -         -         -  Tesla V100-PCIE         -         -           36.000000KB   0x2b76578a0000  [Unified Memory Memcpy DtoH]
1.44537s  2.2080us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b76578a9000  [Unified Memory Memcpy DtoH]
1.44537s  2.7200us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b76578aa000  [Unified Memory Memcpy DtoH]
1.44538s  5.8560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           36.000000KB   0x2b76578a0000  [Unified Memory Memcpy HtoD]
1.44538s  2.7200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b76578a9000  [Unified Memory Memcpy HtoD]
1.44539s  4.4160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b76578aa000  [Unified Memory Memcpy HtoD]
1.44570s  1.7600us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769a000000  [Unified Memory Memcpy DtoH]
1.44570s  5.5680us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b769a001000  [Unified Memory Memcpy DtoH]
1.44571s  2.8800us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769a000000  [Unified Memory Memcpy HtoD]
1.44571s  8.1920us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b769a001000  [Unified Memory Memcpy HtoD]
1.95104s  161.25us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b769c000000  [Unified Memory GPU page faults]
1.95118s  1.8240us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769c000000  [Unified Memory Memcpy DtoD]
1.95118s  5.6320us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b769c001000  [Unified Memory Memcpy DtoD]
1.95120s  54.272us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b7656e00000  [Unified Memory GPU page faults]
1.95124s  2.0160us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b7656e00000  [Unified Memory Memcpy DtoD]
1.95124s  5.6320us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b7656e01000  [Unified Memory Memcpy DtoD]
1.97224s  191.17us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b769caa0000  [Unified Memory GPU page faults]
1.97236s  1.7600us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769caa0000  [Unified Memory Memcpy DtoH]
1.97237s  5.5680us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b769caa1000  [Unified Memory Memcpy DtoH]
1.97238s  2.7200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769caa0000  [Unified Memory Memcpy HtoD]
1.97239s  7.1680us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b769caa1000  [Unified Memory Memcpy HtoD]
1.97243s  49.920us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b76578a0000  [Unified Memory GPU page faults]
1.97244s  1.7920us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b76578a0000  [Unified Memory Memcpy DtoH]
1.97244s  5.5680us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b76578a1000  [Unified Memory Memcpy DtoH]
1.97246s  2.7200us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b76578a0000  [Unified Memory Memcpy HtoD]
1.97246s  7.2320us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b76578a1000  [Unified Memory Memcpy HtoD]
1.97452s  701.66us          (10902 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         2        40                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [502]
1.97454s  330.91us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2b7656e01000  [Unified Memory GPU page faults]
1.97455s  213.70us          (10902 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         3        41                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [503]
1.97457s  121.66us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2b76578a6000  [Unified Memory GPU page faults]
1.97461s  74.112us          (10902 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         1        39                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [504]
1.97465s  2.7520us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b76578a0000  [Unified Memory Memcpy DtoH]
1.97465s  2.8480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b76578a6000  [Unified Memory Memcpy DtoH]
1.97465s  2.8160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b76578ab000  [Unified Memory Memcpy DtoH]
1.97466s  4.4480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b76578a0000  [Unified Memory Memcpy HtoD]
1.97466s  4.8000us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b76578a6000  [Unified Memory Memcpy HtoD]
1.97467s  3.9040us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b76578ab000  [Unified Memory Memcpy HtoD]
1.97469s  507.88ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         1        39                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [510]
1.97469s  78.848us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b769caaa000  [Unified Memory GPU page faults]
1.97470s  90.592us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2b769caa9000  [Unified Memory GPU page faults]
1.97472s  3.9360us                    -               -         -         -         -  Tesla V100-PCIE         -         -           40.000000KB   0x2b769caa0000  [Unified Memory Memcpy DtoH]
1.97472s  2.1440us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769caaa000  [Unified Memory Memcpy DtoH]
1.97472s  2.3360us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b769caab000  [Unified Memory Memcpy DtoH]
1.97472s  5.7600us                    -               -         -         -         -  Tesla V100-PCIE         -         -           40.000000KB   0x2b769caa0000  [Unified Memory Memcpy HtoD]
1.97473s  3.0720us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769caaa000  [Unified Memory Memcpy HtoD]
1.97473s  11.936us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b769caab000  [Unified Memory Memcpy HtoD]
1.97477s  507.49ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         3        41                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [513]
1.97482s  2.0480us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b7656e00000  [Unified Memory Memcpy DtoD]
1.97482s  5.4080us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b7656e01000  [Unified Memory Memcpy DtoD]
1.97488s  75.520us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    21   0x2b7656ca8000  [Unified Memory GPU page faults]
1.97491s  3.2000us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2b7656ca0000  [Unified Memory Memcpy DtoD]
1.97491s  2.5280us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2b7656ca8000  [Unified Memory Memcpy DtoD]
1.97491s  2.8160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           20.000000KB   0x2b7656cab000  [Unified Memory Memcpy DtoD]
1.97493s  2.1120us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b769c000000  [Unified Memory Memcpy DtoD]
1.97493s  3.8720us                    -               -         -         -         -  Tesla V100-PCIE         -         -           32.000000KB   0x2b769c004000  [Unified Memory Memcpy DtoD]
1.97493s  2.7200us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b769c00c000  [Unified Memory Memcpy DtoD]
1.97502s  109.18us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2b76578a0000  [Unified Memory GPU page faults]
1.97508s  2.2720us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b76578a0000  [Unified Memory Memcpy DtoH]
1.97508s  2.2080us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b76578a4000  [Unified Memory Memcpy DtoH]
1.97509s  2.3360us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b76578a5000  [Unified Memory Memcpy DtoH]
1.97509s  3.6480us                    -               -         -         -         -  Tesla V100-PCIE         -         -           28.000000KB   0x2b76578a9000  [Unified Memory Memcpy DtoH]
1.97510s  4.0320us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b76578a0000  [Unified Memory Memcpy HtoD]
1.97511s  3.2960us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b76578a4000  [Unified Memory Memcpy HtoD]
1.97511s  4.2880us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b76578a5000  [Unified Memory Memcpy HtoD]
1.97512s  4.5440us                    -               -         -         -         -  Tesla V100-PCIE         -         -           28.000000KB   0x2b76578a9000  [Unified Memory Memcpy HtoD]
1.97513s  110.69us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    31   0x2b769a000000  [Unified Memory GPU page faults]
1.97515s  130.88us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2b769a000000  [Unified Memory GPU page faults]
1.97517s  10.336us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2b769a000000  [Unified Memory Memcpy DtoH]
1.97518s  5.7280us                    -               -         -         -         -  Tesla V100-PCIE         -         -           52.000000KB   0x2b769a003000  [Unified Memory Memcpy DtoH]
1.97519s  2.5600us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b769caa0000  [Unified Memory Memcpy DtoH]
1.97519s  4.3200us                    -               -         -         -         -  Tesla V100-PCIE         -         -           40.000000KB   0x2b769caa6000  [Unified Memory Memcpy DtoH]
1.97520s  3.3920us                    -               -         -         -         -  Tesla V100-PCIE         -         -           12.000000KB   0x2b769a000000  [Unified Memory Memcpy HtoD]
1.97521s  7.5520us                    -               -         -         -         -  Tesla V100-PCIE         -         -           52.000000KB   0x2b769a003000  [Unified Memory Memcpy HtoD]
1.97522s  4.2880us                    -               -         -         -         -  Tesla V100-PCIE         -         -           24.000000KB   0x2b769caa0000  [Unified Memory Memcpy HtoD]
1.97522s  5.5360us                    -               -         -         -         -  Tesla V100-PCIE         -         -           40.000000KB   0x2b769caa6000  [Unified Memory Memcpy HtoD]
1.97522s  507.95ms              (1 1 1)         (1 1 1)        32        0B        0B  Tesla V100-PCIE         2        40                     -                -  ApplyDoubleStencil_152_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [509]
1.97525s  1.6640us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769a000000  [Unified Memory Memcpy DtoH]
1.97525s  5.4720us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b769a001000  [Unified Memory Memcpy DtoH]
1.97526s  2.9440us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769a000000  [Unified Memory Memcpy HtoD]
1.97526s  7.9360us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b769a001000  [Unified Memory Memcpy HtoD]
2.48002s  173.73us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b7656ca0000  [Unified Memory GPU page faults]
2.48015s  1.9840us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b7656ca0000  [Unified Memory Memcpy DtoD]
2.48016s  5.8560us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b7656ca1000  [Unified Memory Memcpy DtoD]
2.48218s  121.60us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b769c000000  [Unified Memory GPU page faults]
2.48227s  1.7920us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b769c000000  [Unified Memory Memcpy DtoD]
2.48228s  6.3040us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b769c001000  [Unified Memory Memcpy DtoD]
2.48230s  51.680us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b7656e00000  [Unified Memory GPU page faults]
2.48233s  1.9520us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b7656e00000  [Unified Memory Memcpy DtoD]
2.48234s  5.6960us                    -               -         -         -         -  Tesla V100-PCIE         -         -           60.000000KB   0x2b7656e01000  [Unified Memory Memcpy DtoD]
2.48326s  855.67us          (10902 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         2        40                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [522]
2.48328s  226.81us          (10902 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         3        41                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [523]
2.48329s  158.27us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b7656e01000  [Unified Memory GPU page faults]
2.48330s  121.60us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b76578a6000  [Unified Memory GPU page faults]
