==10620== NVPROF is profiling process 10620, command: ./stencil 20 2048
Time: 18481.02us
==10620== Profiling application: ./stencil 20 2048
==10620== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
628.19ms  94.079us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [482]
628.29ms  89.376us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [485]
628.43ms  93.887us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [489]
628.53ms  90.816us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [492]
628.67ms  93.824us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [496]
628.76ms  89.183us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [499]
628.91ms  94.432us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [503]
629.01ms  89.887us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [506]
629.15ms  94.815us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [510]
629.25ms  89.503us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [513]
629.39ms  94.335us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [517]
629.49ms  89.983us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [520]
629.64ms  94.047us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [524]
629.73ms  89.887us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [527]
629.87ms  94.143us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [531]
629.96ms  89.568us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [534]
630.10ms  94.496us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [538]
630.20ms  89.823us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [541]
630.34ms  95.072us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [545]
630.44ms  89.631us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [548]
630.58ms  94.527us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [552]
630.68ms  89.823us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [555]
630.80ms  93.695us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [559]
630.90ms  89.663us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [562]
631.03ms  94.463us          (32705 1 1)       (128 1 1)        28        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_105_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [566]
631.12ms  89.568us          (32705 1 1)       (128 1 1)        16        0B        0B  Tesla V100-PCIE         1        17                     -                -  ApplyDoubleStencil_159_gpu(void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [569]

Regs: Number of registers used per CUDA thread. This number includes registers used internally by the CUDA driver and/or tools and can be more than what the compiler shows.
SSMem: Static shared memory allocated per CUDA block.
DSMem: Dynamic shared memory allocated per CUDA block.
