==10543== NVPROF is profiling process 10543, command: ./vector_add 20 200000000
Sum: 2961548.81us
Avg: 148077.44us
==10543== Profiling application: ./vector_add 20 200000000
==10543== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
1.78455s  520.00us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba47fc80000  [Unified Memory GPU page faults]
1.78457s  358.08us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba46c101000  [Unified Memory GPU page faults]
1.78493s  259.14us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba4d8080000  [Unified Memory GPU page faults]
1.78508s  377.86us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba47bd00000  [Unified Memory GPU page faults]
1.78512s  389.86us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2ba45030d000  [Unified Memory GPU page faults]
1.78519s  50.240us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2ba538080000  [Unified Memory GPU page faults]
1.78520s  474.27us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2ba470100000  [Unified Memory GPU page faults]
1.78545s  384.54us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba4dfd00000  [Unified Memory GPU page faults]
1.78551s  224.77us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba45c280000  [Unified Memory GPU page faults]
1.78568s  334.69us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2ba474100000  [Unified Memory GPU page faults]
1.78574s  318.30us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba454300000  [Unified Memory GPU page faults]
1.78584s  511.39us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba47fd00000  [Unified Memory GPU page faults]
1.78602s  403.04us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba460200000  [Unified Memory GPU page faults]
1.78606s  352.83us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     5   0x2ba458301000  [Unified Memory GPU page faults]
1.78636s  302.43us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba487c80000  [Unified Memory GPU page faults]
1.78641s  428.77us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba448400000  [Unified Memory GPU page faults]
1.78642s  569.63us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba460242000  [Unified Memory GPU page faults]
1.78666s  582.24us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba483d03000  [Unified Memory GPU page faults]
1.78685s  264.13us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2ba448412000  [Unified Memory GPU page faults]
1.78712s  407.01us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2ba448420000  [Unified Memory GPU page faults]
1.78725s  437.63us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba487d02000  [Unified Memory GPU page faults]
1.78752s  438.11us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2ba448440000  [Unified Memory GPU page faults]
1.78769s  190.82us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba48bd00000  [Unified Memory GPU page faults]
1.78788s  215.52us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2ba54bd00000  [Unified Memory GPU page faults]
1.78797s  495.17us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2ba448480000  [Unified Memory GPU page faults]
1.78809s  435.33us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     5   0x2ba477e00000  [Unified Memory GPU page faults]
1.78846s  475.30us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba44c480000  [Unified Memory GPU page faults]
1.78853s  541.66us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    22   0x2ba477e20000  [Unified Memory GPU page faults]
1.78894s  192.22us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2ba45441a000  [Unified Memory GPU page faults]
1.78908s  364.83us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba47be4c000  [Unified Memory GPU page faults]
1.78914s  337.31us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba454420000  [Unified Memory GPU page faults]
1.78944s  220.42us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba47be20000  [Unified Memory GPU page faults]
1.78966s  515.14us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba477e80000  [Unified Memory GPU page faults]
1.79018s  352.86us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba47fe21000  [Unified Memory GPU page faults]
1.79053s  253.34us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba47be80000  [Unified Memory GPU page faults]
1.79079s  452.45us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba47fe9d000  [Unified Memory GPU page faults]
1.79124s  382.62us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba487e25000  [Unified Memory GPU page faults]
1.79199s  323.90us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2ba477f00000  [Unified Memory GPU page faults]
1.79231s  324.77us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba487e81000  [Unified Memory GPU page faults]
1.79264s  254.27us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba47bf00000  [Unified Memory GPU page faults]
1.79290s  264.67us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba48be85000  [Unified Memory GPU page faults]
1.79787s  418.88us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba440840000  [Unified Memory GPU page faults]
1.79829s  463.17us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2ba430900000  [Unified Memory GPU page faults]
1.79876s  337.79us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba434901000  [Unified Memory GPU page faults]
1.79910s  180.06us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba440880000  [Unified Memory GPU page faults]
1.79928s  460.35us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba438900000  [Unified Memory GPU page faults]
1.79975s  233.98us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     5   0x2ba43c907000  [Unified Memory GPU page faults]
1.79995s  369.60us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba460681000  [Unified Memory GPU page faults]
1.79998s  167.74us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba440906000  [Unified Memory GPU page faults]
1.80015s  494.14us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2ba430a00000  [Unified Memory GPU page faults]
1.80032s  348.38us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2ba46c610000  [Unified Memory GPU page faults]
1.80065s  462.85us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2ba430a10000  [Unified Memory GPU page faults]
1.80067s  286.82us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba468640000  [Unified Memory GPU page faults]
1.80096s  426.08us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2ba464680000  [Unified Memory GPU page faults]
1.80111s  320.64us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba4f4a12000  [Unified Memory GPU page faults]
1.80139s  351.65us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba46c640000  [Unified Memory GPU page faults]
1.80144s  449.82us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2ba430a40000  [Unified Memory GPU page faults]
1.80174s  246.24us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    20   0x2ba468680000  [Unified Memory GPU page faults]
1.80189s  432.42us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba434a44000  [Unified Memory GPU page faults]
1.80199s  297.76us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2ba46c699000  [Unified Memory GPU page faults]
1.80229s  244.16us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2ba460700000  [Unified Memory GPU page faults]
1.80233s  425.86us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba430a80000  [Unified Memory GPU page faults]
1.80252s  345.22us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2ba448900000  [Unified Memory GPU page faults]
1.80254s  466.11us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba464700000  [Unified Memory GPU page faults]
1.80276s  306.62us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba43ca22000  [Unified Memory GPU page faults]
1.80287s  296.00us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2ba44c900000  [Unified Memory GPU page faults]
1.80301s  257.63us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba470680000  [Unified Memory GPU page faults]
1.80307s  356.13us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba434a80000  [Unified Memory GPU page faults]
1.80317s  271.84us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2ba4b0900000  [Unified Memory GPU page faults]
1.80327s  367.23us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2ba468708000  [Unified Memory GPU page faults]
1.80343s  328.22us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba438a80000  [Unified Memory GPU page faults]
1.80345s  444.64us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2ba450900000  [Unified Memory GPU page faults]
1.80364s  374.27us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2ba46c701000  [Unified Memory GPU page faults]
1.80376s  230.50us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba444a11000  [Unified Memory GPU page faults]
1.80390s  176.67us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     5   0x2ba514900000  [Unified Memory GPU page faults]
1.80399s  367.14us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba430b0d000  [Unified Memory GPU page faults]
1.80402s  431.84us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba470701000  [Unified Memory GPU page faults]
1.80407s  357.12us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    24   0x2ba454900000  [Unified Memory GPU page faults]
1.80436s  440.13us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba434b04000  [Unified Memory GPU page faults]
1.80444s  397.28us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba458905000  [Unified Memory GPU page faults]
1.80446s  366.88us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2ba474700000  [Unified Memory GPU page faults]
1.80480s  77.376us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba4a8a42000  [Unified Memory GPU page faults]
1.80482s  265.89us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    17   0x2ba460800000  [Unified Memory GPU page faults]
1.80483s  292.29us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba448a00000  [Unified Memory GPU page faults]
1.80488s  229.38us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba440a80000  [Unified Memory GPU page faults]
1.80509s  241.73us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    25   0x2ba460820000  [Unified Memory GPU page faults]
1.80512s  219.65us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2ba438b01000  [Unified Memory GPU page faults]
1.80513s  183.62us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    20   0x2ba4c0900000  [Unified Memory GPU page faults]
1.80531s  254.82us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba448a10000  [Unified Memory GPU page faults]
1.80533s  189.02us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2ba460840000  [Unified Memory GPU page faults]
1.80534s  309.25us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba43cb08000  [Unified Memory GPU page faults]
1.80542s  331.71us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba484240000  [Unified Memory GPU page faults]
1.80552s  197.28us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba464822000  [Unified Memory GPU page faults]
1.80557s  244.00us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba448a40000  [Unified Memory GPU page faults]
1.80572s  253.09us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2ba468800000  [Unified Memory GPU page faults]
1.80576s  383.84us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba480280000  [Unified Memory GPU page faults]
1.80582s  228.32us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba44ca40000  [Unified Memory GPU page faults]
1.80589s  184.80us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba444b0b000  [Unified Memory GPU page faults]
1.80597s  417.92us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba460880000  [Unified Memory GPU page faults]
1.80605s  234.53us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba454a03000  [Unified Memory GPU page faults]
1.81681s  376.58us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba470c80000  [Unified Memory GPU page faults]
1.81687s  328.16us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba439080000  [Unified Memory GPU page faults]
1.81719s  443.04us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba468d04000  [Unified Memory GPU page faults]
1.81721s  473.95us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba441040000  [Unified Memory GPU page faults]
1.81764s  290.59us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba52cd01000  [Unified Memory GPU page faults]
1.81768s  323.46us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba43d080000  [Unified Memory GPU page faults]
1.81793s  413.50us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2ba46cd01000  [Unified Memory GPU page faults]
1.81801s  410.88us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba431100000  [Unified Memory GPU page faults]
1.81835s  438.30us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2ba470d01000  [Unified Memory GPU page faults]
1.81842s  397.66us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2ba435104000  [Unified Memory GPU page faults]
1.81879s  292.70us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2ba474d02000  [Unified Memory GPU page faults]
1.81882s  319.07us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    14   0x2ba439104000  [Unified Memory GPU page faults]
1.81901s  324.35us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba44d020000  [Unified Memory GPU page faults]
1.81909s  435.58us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2ba460e00000  [Unified Memory GPU page faults]
1.81915s  436.67us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    14   0x2ba43d104000  [Unified Memory GPU page faults]
1.81934s  480.03us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba449080000  [Unified Memory GPU page faults]
1.81953s  531.94us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba460e20000  [Unified Memory GPU page faults]
1.81959s  474.02us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba441102000  [Unified Memory GPU page faults]
1.81982s  393.82us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba44d085000  [Unified Memory GPU page faults]
1.82006s  297.98us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2ba460e40000  [Unified Memory GPU page faults]
1.82007s  234.46us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2ba445102000  [Unified Memory GPU page faults]
1.82022s  488.77us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba455020000  [Unified Memory GPU page faults]
1.82030s  438.40us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2ba431200000  [Unified Memory GPU page faults]
1.82036s  477.89us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba464e21000  [Unified Memory GPU page faults]
1.82071s  224.48us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba451082000  [Unified Memory GPU page faults]
1.82074s  317.73us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    18   0x2ba431220000  [Unified Memory GPU page faults]
1.82084s  313.34us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba468e10000  [Unified Memory GPU page faults]
1.82094s  292.54us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba45d006000  [Unified Memory GPU page faults]
1.82106s  223.20us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba431240000  [Unified Memory GPU page faults]
1.82115s  439.20us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba460e80000  [Unified Memory GPU page faults]
1.82123s  316.45us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba455085000  [Unified Memory GPU page faults]
1.82128s  215.01us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2ba499220000  [Unified Memory GPU page faults]
1.82150s  243.52us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba435241000  [Unified Memory GPU page faults]
1.82155s  318.66us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba449100000  [Unified Memory GPU page faults]
1.82159s  246.50us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba464e81000  [Unified Memory GPU page faults]
1.82175s  413.06us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2ba431281000  [Unified Memory GPU page faults]
1.82184s  397.95us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba468e41000  [Unified Memory GPU page faults]
1.82188s  361.34us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba44d105000  [Unified Memory GPU page faults]
1.82224s  168.74us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba4bd080000  [Unified Memory GPU page faults]
1.82224s  271.26us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba468e82000  [Unified Memory GPU page faults]
1.82241s  512.16us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     5   0x2ba435280000  [Unified Memory GPU page faults]
1.82241s  433.31us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba451100000  [Unified Memory GPU page faults]
1.82251s  337.73us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba470e20000  [Unified Memory GPU page faults]
1.82285s  367.49us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2ba455101000  [Unified Memory GPU page faults]
1.82286s  322.56us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2ba46ce86000  [Unified Memory GPU page faults]
1.82292s  371.26us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     2   0x2ba441222000  [Unified Memory GPU page faults]
1.82318s  189.82us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2ba4d4e40000  [Unified Memory GPU page faults]
